video_id,video_name,bitrate,codec,fps,resolution,time,format,duration,file_size,file_path
v_101,Bully AE： Parker Vs Vance [2WBcnbt8HFw].mp4,2414,h264,47.761,1280x576,1760414082.31632,mp4,82.477279,24309,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Bully AE： Parker Vs Vance [2WBcnbt8HFw].mp4
v_102,Chenabians Fight😂🤣｜｜Chenab College Students｜｜Student life｜｜@حالات و واقعات｜｜ [f3ibogAD4uA].mp4,2299,h264,29.6,720x1280,1760414083.100068,mp4,15.069751,4230,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Chenabians Fight😂🤣｜｜Chenab College Students｜｜Student life｜｜@حالات و واقعات｜｜ [f3ibogAD4uA].mp4
v_103,Chimaev vs. Du Plessis： The Face of a Fighter Seconds Before the Fight. [k0NdERxHc5E].mp4,1370,av1,30.0,1080x1920,1760414082.4268434,mp4,14.349932,2400,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Chimaev vs. Du Plessis： The Face of a Fighter Seconds Before the Fight. [k0NdERxHc5E].mp4
v_104,Chinese Kung Fu vs American Fighter #KungFuVsUSA #FightShorts #EpicBattle #kungfu [tsrr6o-uWl0].mp4,1758,av1,30.0,1080x1920,1760414082.5547197,mp4,12.538776,2691,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Chinese Kung Fu vs American Fighter #KungFuVsUSA #FightShorts #EpicBattle #kungfu [tsrr6o-uWl0].mp4
v_105,Class fight😜 #toptrending #aesthethic #kpop #youtubeshorts #viral #reel #relatable #schoolfight [dj3OpyxKMpU].mp4,899,av1,30.0,1080x1920,1760414082.0980773,mp4,19.086803,2096,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Class fight😜 #toptrending #aesthethic #kpop #youtubeshorts #viral #reel #relatable #schoolfight [dj3OpyxKMpU].mp4
v_106,COME BACK SEASON PT.1 …. #ufc4 #ufc #viral  #2k22virals #fightvideos #ps5 #nevergiveup [nOT8XNmkI_M].mp4,1421,h264,30.0,608x1080,1760414082.274181,mp4,15.046531,2610,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\COME BACK SEASON PT.1 …. #ufc4 #ufc #viral  #2k22virals #fightvideos #ps5 #nevergiveup [nOT8XNmkI_M].mp4
v_107,Conor Mcgregor got his cheeks BUSTED open!!! 🥊😬 (I spelled his name wrong in the video I know) [bCOT8ZF6rVQ].mp4,1508,h264,30.0,608x1080,1760414082.0851274,mp4,15.046531,2771,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Conor Mcgregor got his cheeks BUSTED open!!! 🥊😬 (I spelled his name wrong in the video I know) [bCOT8ZF6rVQ].mp4
v_108,Danger Hed attached ＊subscribe the channel [V88Qd2z_kAA].mp4,735,h264,30.0,480x480,1760414082.0871232,mp4,4.342132,389,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Danger Hed attached ＊subscribe the channel [V88Qd2z_kAA].mp4
v_109,Dangerous Kick😱😳100_ Deadly Fight #shorts [rClLvBZwqG0].mp4,1276,av1,30.0,720x1280,1760414082.605888,mp4,9.636281,1502,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Dangerous Kick😱😳100_ Deadly Fight #shorts [rClLvBZwqG0].mp4
v_110,Day 1 fight #roblox #robloxshorts #fightinschool #roblox #robloxfightinaschool [MEdvA5zblS4].mp4,3877,h264,30.0,1080x1920,1760414083.1323168,mp4,18.227664,8627,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Day 1 fight #roblox #robloxshorts #fightinschool #roblox #robloxfightinaschool [MEdvA5zblS4].mp4
v_111,Day 2 fight #roblox #robloxshorts #fightinschool #roblox #robloxfightinaschool [EOUI1hz1OHI].mp4,1078,av1,30.0,720x1280,1760414082.9767833,mp4,13.235374,1741,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Day 2 fight #roblox #robloxshorts #fightinschool #roblox #robloxfightinaschool [EOUI1hz1OHI].mp4
v_112,Day12 of introducing Indian mma fighters (Aminder Bisht) # day12 #fightyama #shorts [ZDeEV133JbY].mp4,3462,h264,30.0,1080x1920,1760414082.2838843,mp4,18.413424,7782,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Day12 of introducing Indian mma fighters (Aminder Bisht) # day12 #fightyama #shorts [ZDeEV133JbY].mp4
v_113,Day96 Of introducing Indian mma fighters (Kon Jarbin ) #day96 #fightyama [nepGHZ8hMpU].mp4,2092,h264,30.0,720x1280,1760414083.4237325,mp4,18.993923,4852,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Day96 Of introducing Indian mma fighters (Kon Jarbin ) #day96 #fightyama [nepGHZ8hMpU].mp4
v_114,deadly fighting combo#shorts#ytshorts#viral#shortfeed#boxing#deadlyfightingcombo#trending#mma #edit [dY-edV7UtKQ].mp4,892,h264,60.0,720x1280,1760414083.3688364,mp4,7.825125,852,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\deadly fighting combo#shorts#ytshorts#viral#shortfeed#boxing#deadlyfightingcombo#trending#mma #edit [dY-edV7UtKQ].mp4
v_115,Diego Brandão Highlights [lwpgnH_ppzo].mp4,2139,av1,30.0,1080x1920,1760414082.1103222,mp4,23.521814,6141,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Diego Brandão Highlights [lwpgnH_ppzo].mp4
v_116,Dont you think girls is weak #boxing #unexpectedhero #americanshorts [_mRTZQMOUlI].mp4,3098,h264,30.0,1080x1920,1760414084.0086582,mp4,8.080544,3056,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Dont you think girls is weak #boxing #unexpectedhero #americanshorts [_mRTZQMOUlI].mp4
v_117,Echoes of the Streets： A Tale of Violence and Consequence [ypG_fz8zs_A].mp4,2918,h264,30.0,1080x1912,1760414082.184929,mp4,42.910476,15286,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Echoes of the Streets： A Tale of Violence and Consequence [ypG_fz8zs_A].mp4
v_118,Elbow Combo in Muay Thai🔥 Elbow Strike Combo for Street Fights #muaythai #mma #selfdefense #shorts [JnMBBZWNRzQ].mp4,1218,av1,30.0,720x1280,1760414082.0084434,mp4,6.664127,990,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Elbow Combo in Muay Thai🔥 Elbow Strike Combo for Street Fights #muaythai #mma #selfdefense #shorts [JnMBBZWNRzQ].mp4
v_119,Entertain shorts game play #gaming #shorts #reels #shortsfeed #shortvideo #marvel #gameplay #foryou [Jy9ZLnuvs6g].mp4,1563,h264,30.0,720x1280,1760414082.343209,mp4,12.561995,2397,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Entertain shorts game play #gaming #shorts #reels #shortsfeed #shortvideo #marvel #gameplay #foryou [Jy9ZLnuvs6g].mp4
v_120,Epic Street Brawl! Intense Fight Scene from Yakuza 6 [o7cmGKS4fdc].mp4,6114,h264,60.0,1920x1080,1760414083.9387767,mp4,95.596553,71356,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Epic Street Brawl! Intense Fight Scene from Yakuza 6 [o7cmGKS4fdc].mp4
v_121,Fastest Finishes in MMA That Shook the Crowd –  #shorts [LEAHfYa_RWU].mp4,2825,h264,30.0,1080x1920,1760414082.0293918,mp4,18.645624,6429,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Fastest Finishes in MMA That Shook the Crowd –  #shorts [LEAHfYa_RWU].mp4
v_122,fight club #podcast #comedy #fight #fightvideos #fightnight #boxing #tyson #onehit [jk6DsSddupw].mp4,2253,h264,30.0,720x1280,1760414082.8467853,mp4,9.566621,2631,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\fight club #podcast #comedy #fight #fightvideos #fightnight #boxing #tyson #onehit [jk6DsSddupw].mp4
v_123,Fight Club - ＂Free To Do Anything＂ ｜ HOME - Resonance (slowed) ｜ Fight Club Edit #shorts [esi1z29QuS8].mp4,3332,h264,60.0,1080x1200,1760414082.524864,mp4,44.768073,18210,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Fight Club - ＂Free To Do Anything＂ ｜ HOME - Resonance (slowed) ｜ Fight Club Edit #shorts [esi1z29QuS8].mp4
v_124,Fight Club Edit - Under Your Spell (Slowed Reverb) [3NzEMSbMP8A].mp4,1734,av1,60.0,1080x1080,1760414082.4372497,mp4,30.65034,6488,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Fight Club Edit - Under Your Spell (Slowed Reverb) [3NzEMSbMP8A].mp4
v_125,Fight Club [Roblox] [8uF0Fz_7z8Q].mp4,3203,h264,30.0,1920x998,1760414083.4474924,mp4,51.780499,20248,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Fight Club [Roblox] [8uF0Fz_7z8Q].mp4
v_126,FIGHT CLUB ｜ 4K EDIT ｜ Tyler Durden ｜ Audio ： TOKYOPHILE - MONTAGEM LUNAR CELESTIA (Slowed & reverb) [th6GfhrIv9U].mp4,6227,av1,60.0,2160x2160,1760414083.3688364,mp4,36.512,27754,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\FIGHT CLUB ｜ 4K EDIT ｜ Tyler Durden ｜ Audio ： TOKYOPHILE - MONTAGEM LUNAR CELESTIA (Slowed & reverb) [th6GfhrIv9U].mp4
v_127,FIGHT CLUB ｜ 4K EDIT ｜ Tyler Durden ｜ Soft Blade - Yugoslavskiy Groove (slowed & reverb) [-4p6Gcdflaw].mp4,2366,h264,60.0,1080x1080,1760414083.2244444,mp4,41.470839,11981,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\FIGHT CLUB ｜ 4K EDIT ｜ Tyler Durden ｜ Soft Blade - Yugoslavskiy Groove (slowed & reverb) [-4p6Gcdflaw].mp4
v_128,Fight Club ｜ Brad Pitt ｜ Tamil ｜ JD Intro - Master ｜ Anirudh [neQhITCg2fE].mp4,1726,h264,30.0,1920x1080,1760414084.158641,mp4,75.395193,15888,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Fight Club ｜ Brad Pitt ｜ Tamil ｜ JD Intro - Master ｜ Anirudh [neQhITCg2fE].mp4
v_129,Fight Club ｜ Little Dark Age [SA-_5M2VcqI].mp4,1736,h264,29.97002997002997,1920x1080,1760414083.3548164,mp4,78.878186,16717,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Fight Club ｜ Little Dark Age [SA-_5M2VcqI].mp4
v_130,Fight Club ｜ Night Drive - Wilee (slowed) ｜ Edit [2g68lWveoEs].mp4,4064,h264,60.0,1920x1080,1760414082.9410553,mp4,53.011156,26300,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Fight Club ｜ Night Drive - Wilee (slowed) ｜ Edit [2g68lWveoEs].mp4
v_131,Fight Club ｜ Tyler Durden ｜ suicidal idol - ECSTACY ｜ edit [9W2EWSBka20].mp4,2880,h264,60.0,1620x1080,1760414083.836212,mp4,22.291156,7838,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Fight Club ｜ Tyler Durden ｜ suicidal idol - ECSTACY ｜ edit [9W2EWSBka20].mp4
v_132,Fight in college after watching khabib edits #fight #khabib #ufc #champion #collegefight #students [MYqfNb_JRno].mp4,4127,h264,30.0,1080x1920,1760414083.9046495,mp4,16.741587,8434,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Fight in college after watching khabib edits #fight #khabib #ufc #champion #collegefight #students [MYqfNb_JRno].mp4
v_133,FIGHT SEASON has arrived! Available now on Bandcamp! #fight #rap #hiphop #Christian #Gospel [NEhdaeDsbjI].mp4,2094,h264,23.976023976023978,720x1280,1760414082.7262745,mp4,23.754014,6073,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\FIGHT SEASON has arrived! Available now on Bandcamp! #fight #rap #hiphop #Christian #Gospel [NEhdaeDsbjI].mp4
v_134,Fight Shorts #hfcmma #mma #mmafighter #fight #fightnight #boxing #muaythai #fightshorts [W6xPojbw6Yg].mp4,3597,h264,60.0,1080x1920,1760414082.5567164,mp4,18.854603,8280,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Fight Shorts #hfcmma #mma #mmafighter #fight #fightnight #boxing #muaythai #fightshorts [W6xPojbw6Yg].mp4
v_135,Fight video  please 🙏bhai ek subscribe #fightvideo#fightscene #pleasesubscribe  #fight #filme [zo9Dy2Vw3HE].mp4,4690,h264,30.0,1080x1920,1760414084.2269752,mp4,31.300499,17920,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Fight video  please 🙏bhai ek subscribe #fightvideo#fightscene #pleasesubscribe  #fight #filme [zo9Dy2Vw3HE].mp4
v_136,Fight Video #shorts #viral #fight [rxMjkZ9P_Go].mp4,4598,h264,60.0,1080x1920,1760414082.3505688,mp4,11.865397,6659,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Fight Video #shorts #viral #fight [rxMjkZ9P_Go].mp4
v_137,fight video ll punch power video ll #shortsfeed #shortvideo  #youtubeshorts #fitness #manish sahu [KXezPuTd59U].mp4,1520,h264,30.0,720x1280,1760414082.3042772,mp4,30.8361,5722,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\fight video ll punch power video ll #shortsfeed #shortvideo  #youtubeshorts #fitness #manish sahu [KXezPuTd59U].mp4
v_138,fight video ll punch power video ll #shortsfeed #shortvideo #youtubeshorts #fitness #shortyoutube [PvEwHKuH3xY].mp4,2335,h264,30.0,720x1280,1760414084.065338,mp4,15.046531,4289,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\fight video ll punch power video ll #shortsfeed #shortvideo #youtubeshorts #fitness #shortyoutube [PvEwHKuH3xY].mp4
v_139,fight video tree l punch power video #shortsfeed #shortsviral #shortvideo #fitness#youtubeshorts [kaQkpUKVLrs].mp4,2240,h264,30.0,720x1280,1760414082.3841789,mp4,60.046803,16421,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\fight video tree l punch power video #shortsfeed #shortsviral #shortvideo #fitness#youtubeshorts [kaQkpUKVLrs].mp4
v_140,Fight video 😥😥 Fight shorts video #fight #Fightshorts #alluarjun #ytshorts #ytshorts #attitude boy [vaGv2AMqLTM].mp4,2174,h264,30.0,720x1280,1760414084.178774,mp4,31.486259,8359,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Fight video 😥😥 Fight shorts video #fight #Fightshorts #alluarjun #ytshorts #ytshorts #attitude boy [vaGv2AMqLTM].mp4
v_141,Fight Video ｜Wasted Nanbargal ｜ Bachelor Fight [C4jB-E5OLgw].mp4,1767,h264,30.0,1920x1072,1760414082.4860525,mp4,78.274467,16888,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Fight Video ｜Wasted Nanbargal ｜ Bachelor Fight [C4jB-E5OLgw].mp4
v_142,Fight with boy indian bike driving #shorts #youtubeshorts [3ksfVoC4xUg].mp4,3707,h264,30.0,1080x1920,1760414083.7229402,mp4,2.066576,935,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Fight with boy indian bike driving #shorts #youtubeshorts [3ksfVoC4xUg].mp4
v_143,fight with cock#ytshort#fightviral [WfNgnuKcGAE].mp4,1130,h264,30.0,608x1080,1760414082.5797956,mp4,6.780227,935,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\fight with cock#ytshort#fightviral [WfNgnuKcGAE].mp4
v_144,Fighte action video 🤛💪#shorts #fight #fighter #trending #ytshorts #youtubeshorts [l-9OfEjvT2g].mp4,3254,h264,60.0,720x1280,1760414082.9337454,mp4,11.865397,4713,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Fighte action video 🤛💪#shorts #fight #fighter #trending #ytshorts #youtubeshorts [l-9OfEjvT2g].mp4
v_145,Fighter Exposes Fake Foul in Replay #MMA #FightReplay #JusticeServed  #shorts [ywFKQuoO_8U].mp4,3010,h264,30.0,1080x1920,1760414083.159538,mp4,25.65805,9429,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Fighter Exposes Fake Foul in Replay #MMA #FightReplay #JusticeServed  #shorts [ywFKQuoO_8U].mp4
v_146,fighter Shahzad hera ｜ New  fight video 2022 ｜ Shahzad hera New video [lzGeBuGzbAA].mp4,2043,h264,12.0,1280x720,1760414082.870314,mp4,51.966259,12962,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\fighter Shahzad hera ｜ New  fight video 2022 ｜ Shahzad hera New video [lzGeBuGzbAA].mp4
v_147,Fighting #2025 video #song#fight#viral#_______full_support movie video viral fighting#bhojpuri#llll [avxyQPsuFxw].mp4,1865,h264,30.0,1278x720,1760414082.456623,mp4,81.084082,18460,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Fighting #2025 video #song#fight#viral#_______full_support movie video viral fighting#bhojpuri#llll [avxyQPsuFxw].mp4
v_148,Fighting in Allen  classroom 💪😡🤣#allenkota #ytshorts #memes #shortvideo #viral #funny #fighting [jdY4jruSpE0].mp4,2280,h264,30.0,720x1280,1760414082.8288305,mp4,8.034104,2236,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Fighting in Allen  classroom 💪😡🤣#allenkota #ytshorts #memes #shortvideo #viral #funny #fighting [jdY4jruSpE0].mp4
v_149,Fighting in public Prank gone Wrong #shorts #publicfight #prank #wrestling #viral  #entertainment [ZUVKQxpviog].mp4,2222,h264,30.0,720x1280,1760414082.163913,mp4,32.786576,8894,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Fighting in public Prank gone Wrong #shorts #publicfight #prank #wrestling #viral  #entertainment [ZUVKQxpviog].mp4
v_150,Fighting Season #viralvideo #comedyfilms #funny #comedymovies koriyan gallan [6bje-XKMd9w].mp4,1270,av1,30.0,720x1280,1760414083.3140042,mp4,16.300408,2528,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Fighting Season #viralvideo #comedyfilms #funny #comedymovies koriyan gallan [6bje-XKMd9w].mp4
v_151,Fighting Season #viralvideo #comedyfilms #funny #comedymovies koriyan gallan [YaH60D3UGqQ].mp4,1245,av1,30.0,720x1280,1760414082.5510635,mp4,33.854694,5146,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Fighting Season #viralvideo #comedyfilms #funny #comedymovies koriyan gallan [YaH60D3UGqQ].mp4
v_152,First use of boxing gloves #ufc #fightlife #mma #kickboxingfighter #boxing #kickboxingtraning [FzPc0gVsWDM].mp4,2056,h264,29.97002997002997,1080x1920,1760414082.422177,mp4,25.309751,6353,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\First use of boxing gloves #ufc #fightlife #mma #kickboxingfighter #boxing #kickboxingtraning [FzPc0gVsWDM].mp4
v_153,Funny Fight： Shoe Throw After Kick! #shorts #FunnyFight #fail [BkmorkDmMFM].mp4,1498,h264,30.0,720x1280,1760414083.6429217,mp4,6.246168,1142,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Funny Fight： Shoe Throw After Kick! #shorts #FunnyFight #fail [BkmorkDmMFM].mp4
v_154,Gangster College fight 👿 ｜ College fighting #shorts #fight #attitude #viral [I3ERehAHbuU].mp4,2256,h264,30.0,720x1280,1760414082.088374,mp4,22.825215,6286,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Gangster College fight 👿 ｜ College fighting #shorts #fight #attitude #viral [I3ERehAHbuU].mp4
v_155,Gervonta Davis & Canelo Alvarez  Fight Highlights#fighthype #boxingnews #gervontadavis [sdwzvCuFmoo].mp4,2340,h264,30.0,1080x1080,1760414083.9351509,mp4,15.41805,4404,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Gervonta Davis & Canelo Alvarez  Fight Highlights#fighthype #boxingnews #gervontadavis [sdwzvCuFmoo].mp4
v_156,girl fight #bus fight #comedy #shorts #funny #viral#fighting#girlfight #fightvideo#funnymeme#meme [MQtZO-UAbus].mp4,2098,h264,30.0,720x1280,1760414082.0641055,mp4,5.804989,1486,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\girl fight #bus fight #comedy #shorts #funny #viral#fighting#girlfight #fightvideo#funnymeme#meme [MQtZO-UAbus].mp4
v_157,Gonzaga gives HELPING LEG (WHAT？!) to Cro Cop! #crocop  #gonzaga   #help  #mma  #ufc [lkP8kkcn414].mp4,2625,h264,30.0,1920x1080,1760414082.9600482,mp4,18.599184,5961,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Gonzaga gives HELPING LEG (WHAT？!) to Cro Cop! #crocop  #gonzaga   #help  #mma  #ufc [lkP8kkcn414].mp4
v_158,Gujranwala Kick Boxing Fighting Videos [76tGQ8aoFJg].mp4,676,h264,28.854,640x352,1760414083.720816,mp4,19.806621,1636,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Gujranwala Kick Boxing Fighting Videos [76tGQ8aoFJg].mp4
v_159,Gujranwala wushu [qHS4P14ZpF4].mp4,732,h264,30.0,640x352,1760414084.110491,mp4,70.797642,6328,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Gujranwala wushu [qHS4P14ZpF4].mp4
v_160,Gujrat wushu kung fu district championship [awhIBlBmAiQ].mp4,1256,h264,30.0,848x480,1760414082.3322167,mp4,100.286984,15387,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Gujrat wushu kung fu district championship [awhIBlBmAiQ].mp4
v_161,He Couldn_t Handle Losing… Until Karma Showed Up! 😳🥋 [3AEhS0duYfo].mp4,6813,av1,60.0,1440x2560,1760414083.8447258,mp4,20.57288,17110,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\He Couldn_t Handle Losing… Until Karma Showed Up! 😳🥋 [3AEhS0duYfo].mp4
v_162,He Slapped His Opponent… Then Instantly Regretted It 😳 [jMDCMsiANw8].mp4,1942,av1,30.0,1080x1920,1760414082.065608,mp4,17.902585,4245,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\He Slapped His Opponent… Then Instantly Regretted It 😳 [jMDCMsiANw8].mp4
v_163,He Went Down… Then Got Destroyed With Brutal Punches #boxing #boxingfans #boxing2025 #mma #knockout [B88sjQ-Y1QE].mp4,1157,av1,30.0,720x1280,1760414082.012991,mp4,4.086712,577,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\He Went Down… Then Got Destroyed With Brutal Punches #boxing #boxingfans #boxing2025 #mma #knockout [B88sjQ-Y1QE].mp4
v_164,Heavyweight Showdown Ends in Shocking Knockout! #boxing #boxing2025 #mma #fight #ufc #boxingfans [o8kk02cpOik].mp4,1212,av1,30.0,720x1280,1760414083.1312327,mp4,6.919546,1023,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Heavyweight Showdown Ends in Shocking Knockout! #boxing #boxing2025 #mma #fight #ufc #boxingfans [o8kk02cpOik].mp4
v_165,High Heel Boxing – The Most Unexpected Fight! 💃🥊#short #viralvideo [CiD_Achae6c].mp4,2113,av1,29.97002997002997,1080x1920,1760414083.127605,mp4,11.075918,2857,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\High Heel Boxing – The Most Unexpected Fight! 💃🥊#short #viralvideo [CiD_Achae6c].mp4
v_166,High school fight [b_J56SjsAp0].mp4,1725,h264,30.0,720x960,1760414082.100438,mp4,54.613333,11502,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\High school fight [b_J56SjsAp0].mp4
v_167,His face said it all. #fightlife #bjj #amnewbutnottheleast [tj8j0ZdVYPA].mp4,1034,av1,60.0,720x1280,1760414082.0119312,mp4,7.523265,950,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\His face said it all. #fightlife #bjj #amnewbutnottheleast [tj8j0ZdVYPA].mp4
v_168,How Fate punishes arrogant people #ufc #mma #wrestling #boxing #hoopfest [slEESt3tHP8].mp4,1095,av1,15.0,720x1280,1760414082.4429014,mp4,50.549841,6761,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\How Fate punishes arrogant people #ufc #mma #wrestling #boxing #hoopfest [slEESt3tHP8].mp4
v_169,How to fall asleep REALLY FAST!!!                           #ufc4 #ufc #mma #fightvideos #knockout [iSwjKFC6gA8].mp4,1551,h264,29.892857142857142,608x1080,1760414084.1386604,mp4,9.380862,1776,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\How to fall asleep REALLY FAST!!!                           #ufc4 #ufc #mma #fightvideos #knockout [iSwjKFC6gA8].mp4
v_170,Idiyum Minnalum 🤓💥 College fight scene #collegefight [sJ3P5zhSR2A].mp4,1258,h264,30.0,540x960,1760414082.2613573,mp4,26.633288,4091,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Idiyum Minnalum 🤓💥 College fight scene #collegefight [sJ3P5zhSR2A].mp4
v_171,Impossible! This Old Man Jumps into the Air & Smashes a Giant The Audience Goes Crazy!!!#kungfu [1_9lbTmyU7Y].mp4,1254,av1,30.0,716x1280,1760414083.5371585,mp4,23.754014,3638,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Impossible! This Old Man Jumps into the Air & Smashes a Giant The Audience Goes Crazy!!!#kungfu [1_9lbTmyU7Y].mp4
v_172,Iron Head： ‘I never lose!’Bone： ‘You just did.’ #movie #foryou [4ohYqTUweZE].mp4,705,av1,29.97002997002997,540x960,1760414082.095003,mp4,48.436825,4170,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Iron Head： ‘I never lose!’Bone： ‘You just did.’ #movie #foryou [4ohYqTUweZE].mp4
v_173,Jab Class me Ladia ho Jaye   #comedy #funny [0u-WrIWOB_0].mp4,2558,av1,60.0,1080x1920,1760414083.4280086,mp4,8.080544,2523,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Jab Class me Ladia ho Jaye   #comedy #funny [0u-WrIWOB_0].mp4
v_174,Jackie Chan vs Jet Li - Ultimate Martial Arts Showdown Part 2 ｜ Epic Fight Compilation#shorts [-ndb1uBbnzM].mp4,754,av1,30.0,1080x1920,1760414082.3722434,mp4,16.532608,1522,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Jackie Chan vs Jet Li - Ultimate Martial Arts Showdown Part 2 ｜ Epic Fight Compilation#shorts [-ndb1uBbnzM].mp4
v_175,Jade Cargill and Shayna Baszler Real fight backstage jade heat backstage [RSy51ycN-rE].mp4,1695,h264,30.0,1620x1080,1760414082.289518,mp4,84.381315,17459,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Jade Cargill and Shayna Baszler Real fight backstage jade heat backstage [RSy51ycN-rE].mp4
v_176,Jimmy vs Prefect 💥 (Bully Part 2 Shorts) #shorts #shortsfeed #bullygame #bullworthacademy [l5O_b0GlU5c].mp4,1462,h264,60.0,720x1280,1760414082.3566751,mp4,22.918095,4092,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Jimmy vs Prefect 💥 (Bully Part 2 Shorts) #shorts #shortsfeed #bullygame #bullworthacademy [l5O_b0GlU5c].mp4
v_177,Joe Ryan Muay Thai kicks 🦿🔥 #muaythai [EGZieUNSj9A].mp4,6200,h264,60.0,1080x1920,1760414083.7442594,mp4,14.675011,11106,D:\ady201m\data_understand_and_preprocessing\preprocessing\dataset\violence\Joe Ryan Muay Thai kicks 🦿🔥 #muaythai [EGZieUNSj9A].mp4
